Id,Label,Weight,color,Type
1833,Dion,2.8084590517241382e-05,B,Directed
1834,Billy Idol,2.8084590517241382e-05,B,Directed
1835,Jimmy McPartland,2.808573363674933e-05,B,Directed
1836,Buddy Tate,2.809109583170063e-05,B,Directed
1837,3LAU,2.814485027223231e-05,B,Directed
1838,Prince Buster,2.814485027223231e-05,B,Directed
1839,Frou Frou,2.8157085393274335e-05,B,Directed
1840,Love,2.8161926988514673e-05,B,Directed
1841,Dallas Smith,2.8165529666532556e-05,B,Directed
1842,Jack Wagner,2.8201291916025464e-05,B,Directed
1843,Camilo Sesto,2.8211805555555558e-05,B,Directed
1844,The Lumineers,2.8211805555555558e-05,B,Directed
1845,Wavves,2.8211805555555558e-05,B,Directed
1846,Dennis DeYoung,2.822337057744545e-05,B,Directed
1847,Goldfinger,2.8258813338589484e-05,B,Directed
1848,Mest,2.8286637931034484e-05,B,Directed
1849,Duran Duran,2.8286637931034484e-05,B,Directed
1850,Tommy Trash,2.8286637931034484e-05,B,Directed
1851,Larry Williams,2.8286637931034484e-05,B,Directed
1852,Alpha,2.8288689415728987e-05,B,Directed
1853,The Kooks,2.832323339619519e-05,B,Directed
1854,Rilo Kiley,2.8343884698275863e-05,B,Directed
1855,General Public,2.8366152021390236e-05,B,Directed
1856,Billy Eckstine,2.837082435344828e-05,B,Directed
1857,Big Mountain,2.837082435344828e-05,B,Directed
1858,Warrant,2.837082435344828e-05,B,Directed
1859,Twenty One Pilots,2.837082435344828e-05,B,Directed
1860,Kittie,2.837082435344828e-05,B,Directed
1861,Keyshia Cole,2.837082435344828e-05,B,Directed
1862,Big Audio Dynamite,2.837082435344828e-05,B,Directed
1863,El Tri,2.837082435344828e-05,B,Directed
1864,Jo Dee Messina,2.8387786358556834e-05,B,Directed
1865,Buju Banton,2.839467691039882e-05,B,Directed
1866,Wild Party,2.840033271927356e-05,B,Directed
1867,PlÃ¡cido Domingo,2.8457716768011086e-05,B,Directed
1868,Ryan Adams,2.845771676801109e-05,B,Directed
1869,James,2.8466235632183912e-05,B,Directed
1870,Millie Jackson,2.8466235632183912e-05,B,Directed
1871,Eddie Henderson,2.8466235632183912e-05,B,Directed
1872,The Apples in Stereo,2.8466235632183912e-05,B,Directed
1873,John Cafferty,2.8466235632183912e-05,B,Directed
1874,The Piano Guys,2.8486322217180886e-05,B,Directed
1875,Della Reese,2.8486322217180886e-05,B,Directed
1876,Maxwell,2.8486322217180886e-05,B,Directed
1877,Crystal Lewis,2.8486322217180886e-05,B,Directed
1878,Buddy Miles,2.8542564655172417e-05,B,Directed
1879,The Samples,2.857527709359606e-05,B,Directed
1880,Dan Tyminski,2.857527709359606e-05,B,Directed
1881,Stephanie Mills,2.857527709359606e-05,B,Directed
1882,Dave Holland,2.857527709359606e-05,B,Directed
1883,Young Marble Giants,2.857527709359606e-05,B,Directed
1884,TeeFLii,2.857527709359606e-05,B,Directed
1885,Jan & Dean,2.857527709359606e-05,B,Directed
1886,Ron Carter,2.858258438597542e-05,B,Directed
1887,Pantera,2.8610412675606644e-05,B,Directed
1888,Ten Years After,2.8626149352533663e-05,B,Directed
1889,Alejandro Sanz,2.8644535459321125e-05,B,Directed
1890,Rogue Wave,2.864797140120416e-05,B,Directed
1891,The Kills,2.8655584883555297e-05,B,Directed
1892,Sam & Dave,2.869061191686603e-05,B,Directed
1893,Romeo Void,2.8701094164456236e-05,B,Directed
1894,Jeremy Soule,2.8701094164456236e-05,B,Directed
1895,People Like Us,2.8701094164456236e-05,B,Directed
1896,Sonny Sharrock,2.8701094164456236e-05,B,Directed
1897,Dr. Buzzard's Original Savannah Band,2.8701094164456236e-05,B,Directed
1898,Smokey Robinson,2.875896190774852e-05,B,Directed
1899,John Conlee,2.876224370089204e-05,B,Directed
1900,Three Dog Night,2.877388832688248e-05,B,Directed
1901,Shawn Colvin,2.8796948678946262e-05,B,Directed
1902,Wanda Jackson,2.8800896220789922e-05,B,Directed
1903,Stacey Kent,2.8816894798508485e-05,B,Directed
1904,Alexisonfire,2.882432240669789e-05,B,Directed
1905,Celtic Frost,2.882432240669789e-05,B,Directed
1906,Brett Dennen,2.882794223631374e-05,B,Directed
1907,The 88,2.8839364008130187e-05,B,Directed
1908,Robert Glasper,2.884106565578818e-05,B,Directed
1909,Cate Le Bon,2.8844700371168586e-05,B,Directed
1910,NRBQ,2.8844700371168586e-05,B,Directed
1911,Rick Trevino,2.884788074712644e-05,B,Directed
1912,Cream,2.884788074712644e-05,B,Directed
1913,Fine Young Cannibals,2.884788074712644e-05,B,Directed
1914,Acceptance,2.884788074712644e-05,B,Directed
1915,The Call,2.884788074712644e-05,B,Directed
1916,Pure Prairie League,2.884788074712644e-05,B,Directed
1917,David Sylvian,2.884788074712644e-05,B,Directed
1918,Operation Ivy,2.884788074712644e-05,B,Directed
1919,Loudness,2.884788074712644e-05,B,Directed
1920,Silverchair,2.884788074712644e-05,B,Directed
1921,B-Movie,2.884788074712644e-05,B,Directed
1922,Infectious Grooves,2.884788074712644e-05,B,Directed
1923,Beat Happening,2.884788074712644e-05,B,Directed
1924,James Moody,2.884788074712644e-05,B,Directed
1925,Pennywise,2.8856951858609893e-05,B,Directed
1926,Paramore,2.8873134919966776e-05,B,Directed
1927,Periphery,2.8879684506704982e-05,B,Directed
1928,Sigur RÃ³s,2.888660769831163e-05,B,Directed
1929,Tears for Fears,2.893341089691763e-05,B,Directed
1930,Tevin Campbell,2.8949255230783052e-05,B,Directed
1931,The International Submarine Band,2.895344216189778e-05,B,Directed
1932,Jamey Johnson,2.8999902898791457e-05,B,Directed
1933,GyÃ¶rgy KurtÃ¡g,2.9021355799373043e-05,B,Directed
1934,Stevie Wonder,2.9021355799373043e-05,B,Directed
1935,Youth of Today,2.9021355799373043e-05,B,Directed
1936,Natalie Imbruglia,2.9021355799373043e-05,B,Directed
1937,Eurythmics,2.9021355799373043e-05,B,Directed
1938,Barney,2.9021355799373043e-05,B,Directed
1939,Willie Johnson,2.9021355799373043e-05,B,Directed
1940,Chad Brock,2.9021355799373043e-05,B,Directed
1941,Canaan Smith,2.9021355799373043e-05,B,Directed
1942,Randy Crawford,2.9021355799373043e-05,B,Directed
1943,The Yardbirds,2.9021355799373043e-05,B,Directed
1944,Maxine Sullivan,2.9021355799373043e-05,B,Directed
1945,Charles Earland,2.9038703304597705e-05,B,Directed
1946,Hank Snow,2.9039751780188206e-05,B,Directed
1947,Trey Songz,2.90427000337426e-05,B,Directed
1948,Harry James,2.9084550282691448e-05,B,Directed
1949,Gordon Lightfoot,2.9099062388855096e-05,B,Directed
1950,Days of the New,2.9118212703544063e-05,B,Directed
1951,Bernadette Peters,2.9145107550969527e-05,B,Directed
1952,Little Big Town,2.916631507401889e-05,B,Directed
1953,Book of Love,2.920356143152398e-05,B,Directed
1954,Howie Day,2.9229525862068968e-05,B,Directed
1955,ZhanÃ©,2.9229525862068968e-05,B,Directed
1956,Alexandre Pires,2.9229525862068968e-05,B,Directed
1957,The Young Rascals,2.9229525862068968e-05,B,Directed
1958,Basic Black,2.9229525862068968e-05,B,Directed
1959,Ralph McTell,2.9229525862068968e-05,B,Directed
1960,Christopher Tin,2.9229525862068968e-05,B,Directed
1961,Shirley Horn,2.9229525862068968e-05,B,Directed
1962,Ed Ames,2.9229525862068968e-05,B,Directed
1963,Katie Herzig,2.9229525862068968e-05,B,Directed
1964,David Bowie,2.9229525862068968e-05,B,Directed
1965,One Direction,2.9229525862068968e-05,B,Directed
1966,Christina Perri,2.9229525862068968e-05,B,Directed
1967,Titus Turner,2.9229525862068968e-05,B,Directed
1968,Saliva,2.9229525862068968e-05,B,Directed
1969,Miguel,2.9229525862068968e-05,B,Directed
1970,Tribal Tech,2.9229525862068968e-05,B,Directed
1971,Rooney,2.9229525862068968e-05,B,Directed
1972,Kim Waters,2.9229525862068968e-05,B,Directed
1973,Ravi Shankar,2.925163559108367e-05,B,Directed
1974,Cast,2.9253378681752875e-05,B,Directed
1975,P.O.D.,2.9253378681752875e-05,B,Directed
1976,Carla Thomas,2.925337868175288e-05,B,Directed
1977,Wayne Toups,2.925337868175288e-05,B,Directed
1978,Bob Marley & the Wailers,2.9254047179807148e-05,B,Directed
1979,Thelonious Monk,2.927207806392031e-05,B,Directed
1980,A Static Lullaby,2.928057734307038e-05,B,Directed
1981,Jean Shepard,2.9289785617059895e-05,B,Directed
1982,Bow Wow Wow,2.929170653014697e-05,B,Directed
1983,Matt Monro,2.9298747196183527e-05,B,Directed
1984,Stone Sour,2.9312153866986995e-05,B,Directed
1985,Vikki Carr,2.934710945119018e-05,B,Directed
1986,Curtis Grimes,2.935179354645986e-05,B,Directed
1987,DeBarge,2.936652667256116e-05,B,Directed
1988,The Cranberries,2.937128987504049e-05,B,Directed
1989,H-Town,2.938580275666048e-05,B,Directed
1990,Maurice Jarre,2.9392132387123537e-05,B,Directed
1991,Tito Rodriguez,2.939805231019359e-05,B,Directed
1992,Oscar Lopez,2.939805231019359e-05,B,Directed
1993,Marmalade,2.9410244927486307e-05,B,Directed
1994,Leaf Hound,2.942944498228916e-05,B,Directed
1995,Avicii,2.9447218115619693e-05,B,Directed
1996,Marine Girls,2.947282462284483e-05,B,Directed
1997,Hardline,2.947282462284483e-05,B,Directed
1998,TGT,2.947282462284483e-05,B,Directed
1999,Les Brown,2.9483955938697323e-05,B,Directed
2000,Steve Harley,2.9483955938697323e-05,B,Directed
2001,The Contours,2.9483955938697323e-05,B,Directed
2002,Tito Puente,2.9483955938697323e-05,B,Directed
2003,LeftÃ¶ver Crack,2.9483955938697323e-05,B,Directed
2004,The Mighty Mighty Bosstones,2.9483955938697323e-05,B,Directed
2005,Mary Youngblood,2.9483955938697323e-05,B,Directed
2006,Rage,2.9483955938697323e-05,B,Directed
2007,Four Tet,2.9483955938697323e-05,B,Directed
2008,Fefe Dobson,2.9483955938697323e-05,B,Directed
2009,Mickey & Sylvia,2.9483955938697323e-05,B,Directed
2010,Aly & AJ,2.9592088721264372e-05,B,Directed
2011,Cap'n Jazz,2.9621884576680025e-05,B,Directed
2012,Maria Muldaur,2.9656005459764465e-05,B,Directed
2013,Donna Fargo,2.9691740501277143e-05,B,Directed
2014,Jonathan Coulton,2.9724112340693208e-05,B,Directed
2015,Noro Morales,2.980199353448276e-05,B,Directed
2016,Paul Overstreet,2.980199353448276e-05,B,Directed
2017,Astrud Gilberto,2.980199353448276e-05,B,Directed
2018,Metro Station,2.980199353448276e-05,B,Directed
2019,Jordin Sparks,2.980199353448276e-05,B,Directed
2020,Pulp,2.980199353448276e-05,B,Directed
2021,Madonna,2.980199353448276e-05,B,Directed
2022,Mali Music,2.980199353448276e-05,B,Directed
2023,Bongzilla,2.980199353448276e-05,B,Directed
2024,Lucinda Williams,2.980199353448276e-05,B,Directed
2025,Bebo Norman,2.980199353448276e-05,B,Directed
2026,Ace of Base,2.980199353448276e-05,B,Directed
2027,The Plimsouls,2.980199353448276e-05,B,Directed
2028,Translator,2.980199353448276e-05,B,Directed
2029,O'Bryan,2.980199353448276e-05,B,Directed
2030,Songs: Ohia,2.980199353448276e-05,B,Directed
2031,Del McCoury,2.980199353448276e-05,B,Directed
2032,Manic Street Preachers,2.980199353448276e-05,B,Directed
2033,Frankie Avalon,2.980199353448276e-05,B,Directed
2034,Rich Mullins,2.980199353448276e-05,B,Directed
2035,Lou Bega,2.980199353448276e-05,B,Directed
2036,The Monotones,2.980199353448276e-05,B,Directed
2037,Guitar Slim,2.980199353448276e-05,B,Directed
2038,LCD Soundsystem,2.980199353448276e-05,B,Directed
2039,BjÃ¶rk,2.980199353448276e-05,B,Directed
2040,Lambchop,2.980199353448276e-05,B,Directed
2041,Amerie,2.9803216756005013e-05,B,Directed
2042,Cassius,2.9841899264368385e-05,B,Directed
2043,Leonard Cohen,2.9858246434237313e-05,B,Directed
2044,Poncho Sanchez,2.9874361810718073e-05,B,Directed
2045,The Smothers Brothers,2.9881480948340934e-05,B,Directed
2046,Daniel Bedingfield,2.9882135957534964e-05,B,Directed
2047,Gerry Mulligan,2.9895191085759257e-05,B,Directed
2048,Maynard Ferguson,2.9913573771828e-05,B,Directed
2049,Nouvelle Vague,2.9913672616261373e-05,B,Directed
2050,Rokia TraorÃ©,2.9926968658574997e-05,B,Directed
2051,Becky G,2.993058582587452e-05,B,Directed
2052,Unwound,2.9943398350195563e-05,B,Directed
2053,Freddy Fender,2.9944426956499676e-05,B,Directed
2054,Ryan Bingham,2.9961015362760695e-05,B,Directed
2055,Vampire Weekend,2.9964172397253526e-05,B,Directed
2056,Zucchero,2.9966237966187002e-05,B,Directed
2057,Mint Condition,3.000212058471168e-05,B,Directed
2058,"Grover Washington, Jr.",3.000297848168514e-05,B,Directed
2059,Baha Men,3.000363919882829e-05,B,Directed
2060,The 5th Dimension,3.000363919882829e-05,B,Directed
2061,Nine Inch Nails,3.0005574923845898e-05,B,Directed
2062,The Miracles,3.0024619851532572e-05,B,Directed
2063,Superdrag,3.003439408403381e-05,B,Directed
2064,The Kingston Trio,3.003872340687525e-05,B,Directed
2065,John Fahey,3.0064275039761757e-05,B,Directed
2066,Naked Eyes,3.0075445240941544e-05,B,Directed
2067,John Holt,3.0101857553366177e-05,B,Directed
2068,k.d. lang,3.0102661753138473e-05,B,Directed
2069,Andra Day,3.010754882653614e-05,B,Directed
2070,Van Morrison,3.0142271521581867e-05,B,Directed
2071,The Art of Noise,3.0185945071638125e-05,B,Directed
2072,Sevendust,3.0189716780066706e-05,B,Directed
2073,Los Tigres del Norte,3.021089901477833e-05,B,Directed
2074,Big D and the Kids Table,3.021089901477833e-05,B,Directed
2075,Funeral for a Friend,3.021089901477833e-05,B,Directed
2076,King Krule,3.021089901477833e-05,B,Directed
2077,Electric Light Orchestra,3.021089901477833e-05,B,Directed
2078,Warren Zevon,3.021089901477833e-05,B,Directed
2079,Little Willie John,3.021089901477833e-05,B,Directed
2080,Leo Sayer,3.021089901477833e-05,B,Directed
2081,George Michael,3.021089901477833e-05,B,Directed
2082,Toumani DiabatÃ©,3.021089901477833e-05,B,Directed
2083,Salaam Remi,3.021089901477833e-05,B,Directed
2084,Possessed,3.021089901477833e-05,B,Directed
2085,Deer Tick,3.021089901477833e-05,B,Directed
2086,Tony Furtado,3.021089901477833e-05,B,Directed
2087,Flatt & Scruggs,3.021089901477833e-05,B,Directed
2088,The Greenhornes,3.021089901477833e-05,B,Directed
2089,Nazareth,3.021089901477833e-05,B,Directed
2090,Paquito D'Rivera,3.021089901477833e-05,B,Directed
2091,JoaquÃ­n Sabina,3.021089901477833e-05,B,Directed
2092,Suzanne Ciani,3.021089901477833e-05,B,Directed
2093,The Searchers,3.021089901477833e-05,B,Directed
2094,Michael Hedges,3.021089901477833e-05,B,Directed
2095,Pet Shop Boys,3.025790929665722e-05,B,Directed
2096,James Gang,3.0260701605327148e-05,B,Directed
2097,Funkadelic,3.0270527176127208e-05,B,Directed
2098,Dorothy Loudon,3.0298977408420106e-05,B,Directed
2099,Richie Havens,3.0305353844505144e-05,B,Directed
2100,The House of Love,3.031187536668109e-05,B,Directed
2101,Gerry & the Pacemakers,3.031388261722314e-05,B,Directed
2102,Koop,3.031388261722314e-05,B,Directed
2103,Wild Cherry,3.03367160856385e-05,B,Directed
2104,Tony Orlando,3.0348277316198083e-05,B,Directed
2105,The Impressions,3.034845937861018e-05,B,Directed
2106,David Foster,3.036020699240534e-05,B,Directed
2107,Mike Posner,3.0361940948470968e-05,B,Directed
2108,Jim Hall,3.039094104935464e-05,B,Directed
2109,The Uniques,3.0439579404633624e-05,B,Directed
2110,Sixpence None the Richer,3.044185660305297e-05,B,Directed
2111,Josh Ward,3.044714151217787e-05,B,Directed
2112,Galaxie 500,3.050399327186789e-05,B,Directed
2113,The Mills Brothers,3.0523711707204434e-05,B,Directed
2114,Unearth,3.0533598347918515e-05,B,Directed
2115,Tim Hecker,3.054793625914316e-05,B,Directed
2116,The Cookies,3.0568022844140136e-05,B,Directed
2117,The Stone Roses,3.0568022844140136e-05,B,Directed
2118,She Wants Revenge,3.0568022844140136e-05,B,Directed
2119,Kurt Elling,3.056866291382304e-05,B,Directed
2120,Edwin Starr,3.0599795864063986e-05,B,Directed
2121,Witch,3.06142415708071e-05,B,Directed
2122,El General,3.0628019426370416e-05,B,Directed
2123,Mndsgn,3.063187812476635e-05,B,Directed
2124,The Righteous Brothers,3.064016227958799e-05,B,Directed
2125,John Frusciante,3.065353919719828e-05,B,Directed
2126,The Real Kids,3.069683853929371e-05,B,Directed
2127,Trisha Yearwood,3.0696896615143105e-05,B,Directed
2128,Bobby Watson,3.071460998791279e-05,B,Directed
2129,Trivium,3.072674900530504e-05,B,Directed
2130,Devendra Banhart,3.0730169146297824e-05,B,Directed
2131,Cluster,3.0734618330452155e-05,B,Directed
2132,gnash,3.0756106321839084e-05,B,Directed
2133,The Moonglows,3.0756106321839084e-05,B,Directed
2134,Man Man,3.0756106321839084e-05,B,Directed
2135,The Meters,3.0756106321839084e-05,B,Directed
2136,Merle Travis,3.0756106321839084e-05,B,Directed
2137,Lita Ford,3.0756106321839084e-05,B,Directed
2138,Ruben Studdard,3.0756106321839084e-05,B,Directed
2139,Jessi Colter,3.0756106321839084e-05,B,Directed
2140,Jane Siberry,3.0756106321839084e-05,B,Directed
2141,The Vaselines,3.0756106321839084e-05,B,Directed
2142,Kay Starr,3.0756106321839084e-05,B,Directed
2143,Roy Harper,3.0756106321839084e-05,B,Directed
2144,Dave Grusin,3.0756106321839084e-05,B,Directed
2145,Delta 5,3.0756106321839084e-05,B,Directed
2146,Big Mama Thornton,3.0756106321839084e-05,B,Directed
2147,Ewan MacColl,3.0756106321839084e-05,B,Directed
2148,Half Pint,3.0756106321839084e-05,B,Directed
2149,The Doobie Brothers,3.0756106321839084e-05,B,Directed
2150,Diana Krall,3.076484073909022e-05,B,Directed
2151,Slightly Stoopid,3.077765165542417e-05,B,Directed
2152,Jerry Jeff Walker,3.0782794791415486e-05,B,Directed
2153,Lisa Gerrard,3.07839892665071e-05,B,Directed
2154,Afro Celt Sound System,3.078725851183818e-05,B,Directed
2155,Raphael Saadiq,3.078991967011689e-05,B,Directed
2156,Marian McPartland,3.0801685652709365e-05,B,Directed
2157,Patti LaBelle,3.0822660502213305e-05,B,Directed
2158,Monica,3.082722778897348e-05,B,Directed
2159,Inspiral Carpets,3.0841800937027996e-05,B,Directed
2160,The Mooney Suzuki,3.0841800937027996e-05,B,Directed
2161,"Hank Williams, Jr.",3.0856937412857927e-05,B,Directed
2162,Nada Surf,3.0905317395998735e-05,B,Directed
2163,Judge,3.090603833128079e-05,B,Directed
2164,Fozzy,3.091830549568966e-05,B,Directed
2165,Alphaville,3.092572637292465e-05,B,Directed
2166,Sara Bareilles,3.0928999050330866e-05,B,Directed
2167,Samiam,3.0956751609774764e-05,B,Directed
2168,Jackie Wilson,3.09586521200856e-05,B,Directed
2169,Randy Rhoads,3.0966012429143247e-05,B,Directed
2170,Matthew Koma,3.097178078219029e-05,B,Directed
2171,Ariana Grande,3.097302192195057e-05,B,Directed
2172,Dorival Caymmi,3.100215087655985e-05,B,Directed
2173,Supertramp,3.101848733836207e-05,B,Directed
2174,Carlene Carter,3.10323493387235e-05,B,Directed
2175,Can,3.104214673154958e-05,B,Directed
2176,Orchestra Baobab,3.105159499085349e-05,B,Directed
2177,Iron Butterfly,3.105168906539462e-05,B,Directed
2178,Odyssey,3.106311516026054e-05,B,Directed
2179,Robin Thicke,3.106823773972548e-05,B,Directed
2180,The Charlatans,3.107573890345888e-05,B,Directed
2181,Texas Tornados,3.107573890345888e-05,B,Directed
2182,Barenaked Ladies,3.1075738903458896e-05,B,Directed
2183,Linda Perhacs,3.109161851079955e-05,B,Directed
2184,Junior Parker,3.109913440025502e-05,B,Directed
2185,Nelson,3.111957785987959e-05,B,Directed
2186,C.W. McCall,3.111957785987959e-05,B,Directed
2187,The Deele,3.111957785987959e-05,B,Directed
2188,Colosseum,3.112278231338106e-05,B,Directed
2189,The Maddox Brothers & Rose,3.113775143678161e-05,B,Directed
2190,Chris Lord-Alge,3.114045500598283e-05,B,Directed
2191,Annie Lennox,3.114897629310345e-05,B,Directed
2192,La Bouche,3.116160425646552e-05,B,Directed
2193,The Beat,3.1276003088640736e-05,B,Directed
2194,Antonio MachÃ­n,3.1277561549445404e-05,B,Directed
2195,The Bothy Band,3.1285571600198776e-05,B,Directed
2196,Shooter Jennings,3.1334684910511805e-05,B,Directed
2197,Scooter,3.133979885057471e-05,B,Directed
2198,Lady Saw,3.135368079626955e-05,B,Directed
2199,The Gories,3.136692360699336e-05,B,Directed
2200,Slint,3.136798630116496e-05,B,Directed
