Id,Label,Weight,color,modularity_class
4194,Yo-Yo,1,v,47
4195,Miranda Lambert,1,u,46
4196,Tift Merritt,2,u,46
4197,Miri Ben-Ari,0,u,46
4198,Adele,3,o,40
4199,Tito Nieves,0,u,46
4200,The Sounds,0,u,46
4201,Al Hirt,0,v,47
4202,Mudvayne,1,u,46
4203,Al Kooper,1,u,46
4204,Audio Adrenaline,2,u,46
4205,Carman,1,u,46
4206,As I Lay Dying,0,u,46
4207,Cannibal Corpse,3,u,46
4208,Snapcase,2,u,46
4209,The Soup Dragons,1,u,46
4210,Flight of the Conchords,0,O,14
4211,Muse,4,u,46
4212,Porcupine Tree,1,u,46
4213,Tom Russell,0,I,8
4214,Thelma Houston,0,u,46
4215,Alcatrazz,0,u,46
4216,Albertina Walker,0,v,47
4217,Alex Bugnon,0,u,46
4218,Lenny Williams,1,u,46
4219,Piebald,1,u,46
4220,Brian Poole & the Tremeloes,0,u,46
4221,Mr. Scruff,0,u,46
4222,Tommy Flanagan,2,v,47
4223,Brian Tyler,0,u,46
4224,Danny Elfman,1,O,14
4225,Cactus,2,u,46
4226,Peter Murphy,2,u,46
4227,My Morning Jacket,4,u,46
4228,Brian Culbertson,0,u,46
4229,Gerald Albright,1,u,46
4230,The Brecker Brothers,1,u,46
4231,Camila,0,u,46
4232,Alejandra GuzmÃ¡n,1,v,47
4233,Stonewall Jackson,1,v,47
4234,The Bucketheads,0,u,46
4235,Bruce Dickinson,1,u,46
4236,Mystery Jets,1,u,46
4237,Bright Eyes,7,u,46
4238,Girls Aloud,0,u,46
4239,Busted,2,u,46
4240,The Raconteurs,0,u,46
4241,The Dead Weather,1,u,46
4242,Anthony Newley,1,u,46
4243,Chrisette Michele,0,u,46
4244,Jill Scott,5,u,46
4245,Cabas,0,u,46
4246,Flyleaf,0,u,46
4247,Skillet,1,u,46
4248,Buckcherry,0,u,46
4249,Magnus Karlsson,0,u,46
4250,Buddy Emmons,0,v,47
4251,MGMT,0,u,46
4252,Bring Me the Horizon,0,Z,25
4253,BBMak,1,v,47
4254,Joe Arroyo,0,v,47
4255,Sasha,1,v,47
4256,Basshunter,0,u,46
4257,Armin van Buuren,1,v,47
4258,TiÃ«sto,3,u,46
4259,Hellyeah,0,u,46
4260,Dailey & Vincent,0,v,47
4261,Serge Chaloff,1,v,47
4262,Gustavo Cerati,0,u,46
4263,Daniel Powter,0,u,46
4264,Labi Siffre,1,v,47
4265,Melody Gardot,0,h,33
4266,Puffy AmiYumi,1,v,47
4267,The Time,3,u,46
4268,Gilbert O'Sullivan,0,u,46
4269,Jazmine Sullivan,1,u,46
4270,Matt and Kim,0,t,45
4271,Cold War Kids,0,h,33
4272,Gilberto Santa Rosa,1,u,46
4273,El Gran Combo de Puerto Rico,3,v,47
4274,Tito Rodriguez,1,v,47
4275,"Pete ""El Conde"" RodrÃ­guez",1,v,47
4276,The Gaslight Anthem,0,h,33
4277,Jonas Brothers,1,u,46
4278,Jesse McCartney,4,u,46
4279,Hanson,6,u,46
4280,Witch,0,u,46
4281,J. Holiday,1,u,46
4282,Cousin Emmy,1,v,47
4283,Miley Cyrus,0,u,46
4284,Ashlee Simpson,4,u,46
4285,The Bird and the Bee,0,u,46
4286,April March,1,u,46
4287,"Orlando ""Cachaito"" Lopez",1,v,47
4288,Man Parrish,3,u,46
4289,The Wreckers,0,u,46
4290,CamarÃ³n de la Isla,2,v,47
4291,HammerFall,0,u,46
4292,Veil of Maya,0,u,46
4293,Hot Chip,0,F,5
4294,Hardline,0,u,46
4295,Natasha Bedingfield,1,u,46
4296,Fred Anderson,0,u,46
4297,Damn Yankees,0,u,46
4298,Maktub,0,u,46
4299,Glass Candy,0,u,46
4300,MaxÃ¯mo Park,0,u,46
4301,Hayes Carll,0,u,46
4302,Ray Wylie Hubbard,1,v,47
4303,Steve Young,1,u,46
4304,Blaze Foley,2,u,46
4305,Rogue Wave,0,u,46
4306,Jason Isbell,0,u,46
4307,Kenny Wayne Shepherd,1,u,46
4308,Lily Allen,1,T,19
4309,Colbie Caillat,0,u,46
4310,Daniel Santos,1,v,47
4311,Kat DeLuna,0,u,46
4312,Milly Quezada,1,v,47
4313,Justin Townes Earle,0,u,46
4314,Son Volt,3,u,46
4315,Dangerous Toys,0,u,46
4316,Daughtry,0,u,46
4317,Nickelback,6,u,46
4318,Fuel,2,u,46
4319,Dalis Car,0,u,46
4320,Saving Abel,0,u,46
4321,Stuff,0,u,46
4322,The Cookies,1,v,47
4323,Ocean,0,u,46
4324,Angels & Airwaves,1,u,46
4325,David Ruffin,1,v,47
4326,Taio Cruz,0,u,46
4327,Frightened Rabbit,0,u,46
4328,Hepcat,0,u,46
4329,4Him,0,u,46
4330,Marcy Playground,0,u,46
4331,Animotion,0,u,46
4332,Paolo Nutini,1,u,46
4333,Damien Rice,4,u,46
4334,Freda Payne,1,u,46
4335,Modern English,2,u,46
4336,St. Vincent,0,o,40
4337,A Taste of Honey,0,u,46
4338,Adamski,1,v,47
4339,The Edwin Hawkins Singers,2,v,47
4340,The Used,4,d,29
4341,Bappi Lahiri,1,v,47
4342,A.R. Rahman,0,v,47
4343,Sun Kil Moon,0,u,46
4344,Rhiannon Giddens,0,u,46
4345,Giuseppe di Stefano,1,v,47
4346,Sufjan Stevens,3,u,46
4347,Camera Obscura,1,u,46
4348,Anthony Hamilton,1,u,46
4349,The Vogues,0,u,46
4350,Subhumans,0,u,46
4351,The Vines,0,u,46
4352,The Subways,0,u,46
4353,Ash,2,u,46
4354,Girls at Our Best!,1,v,47
4355,Buffalo Tom,5,u,46
4356,APB,0,u,46
4357,Willie Johnson,1,v,47
4358,The Waitresses,0,u,46
4359,Acoustic Alchemy,0,u,46
4360,MÃ³nica Naranjo,0,t,45
4361,Mina,1,v,47
4362,The Dangerous Summer,1,u,46
4363,Moodymann,1,u,46
4364,Crookers,0,u,46
4365,Armand Van Helden,2,u,46
4366,Los Campesinos!,1,u,46
4367,Broken Social Scene,2,u,46
4368,Thom Yorke,1,u,46
4369,Yonder Mountain String Band,0,u,46
4370,Monica Zetterlund,0,v,47
4371,Monty Alexander,0,u,46
4372,The Weakerthans,0,u,46
4373,Yarbrough & Peoples,0,u,46
4374,Lecuona Cuban Boys,2,v,47
4375,Noro Morales,2,v,47
4376,Theory of a Deadman,0,u,46
4377,April Wine,0,u,46
4378,Acceptance,0,u,46
4379,Tiger Army,0,u,46
4380,Buckethead,0,u,46
4381,Motion City Soundtrack,3,u,46
4382,Afro-Cuban All Stars,0,v,47
4383,Against All Authority,0,u,46
4384,Arch Enemy,0,u,46
4385,A.R. Kane,4,u,46
4386,After 7,0,u,46
4387,The Originals,1,v,47
4388,Julian Bream,1,v,47
4389,Mr. Big,0,u,46
4390,Steve Perry,1,u,46
4391,John Waite,1,u,46
4392,Mother Earth,0,u,46
4393,Aqua,0,t,45
4394,Ziggy Marley & the Melody Makers,0,u,46
4395,Taken by Trees,0,p,41
4396,Todd Rhodes,1,u,46
4397,Dirty Heads,0,u,46
4398,Tippa Irie,1,v,47
4399,The Upsetters,1,v,47
4400,The Ethiopians,2,v,47
4401,The Techniques,3,v,47
4402,Tinariwen,1,u,46
4403,Toumani DiabatÃ©,2,v,47
4404,Tiny Tim,0,v,47
4405,Aim,0,u,46
4406,Afro Celt Sound System,0,u,46
4407,Arthur Conley,1,v,47
4408,Gene Watson,1,u,46
4409,Classics IV,1,v,47
4410,Aida Cuevas,0,v,47
4411,Caribou,2,j,35
4412,MK,1,v,47
4413,Timmy Regisford,1,v,47
4414,Kim Wilde,1,v,47
4415,Tomahawk,0,u,46
4416,Metro Station,0,u,46
4417,Mae,1,v,47
4418,Four Year Strong,1,u,46
4419,The Fratellis,0,u,46
4420,Melanie C,1,v,47
4421,Todd Snider,0,V,21
4422,Brainstorm,0,u,46
4423,The Tokens,1,v,47
4424,Los del Rio,1,u,46
4425,My Life with the Thrill Kill Kult,0,u,46
4426,Mushroomhead,0,u,46
4427,Billy Thorpe,2,v,47
4428,Aldo Nova,0,u,46
4429,The Infamous Stringdusters,0,u,46
4430,JoaquÃ­n Sabina,1,v,47
4431,Mr. Mister,0,u,46
4432,Pretty Ricky,1,u,46
4433,The Bothy Band,1,v,47
4434,Alain Bashung,0,u,46
4435,The Bouncing Souls,1,a,26
4436,Mya,0,u,46
4437,TonÃ©x,0,u,46
4438,Brick,0,u,46
4439,"Bernard ""Pretty"" Purdie",1,v,47
4440,Brian Blade,0,u,46
4441,Bronski Beat,0,u,46
4442,The Bravery,0,u,46
4443,Joshua Radin,0,u,46
4444,Britny Fox,0,u,46
4445,Seether,0,u,46
4446,The Brooklyn Tabernacle Choir,0,u,46
4447,Aslan,0,u,46
4448,Bulletboys,0,u,46
4449,Stone Sour,0,u,46
4450,Amy Winehouse,8,l,37
4451,Jamey Johnson,0,u,46
4452,Reik,0,u,46
4453,Heatwave,1,v,47
4454,James Mason,1,v,47
4455,Strangefolk,0,u,46
4456,Breakwater,0,u,46
4457,Rufus & Chaka Khan,1,v,47
4458,Buddy Tate,0,u,46
4459,David Ball,0,u,46
4460,YACHT,0,u,46
4461,Eric Church,0,u,46
4462,Jordan Pruitt,0,u,46
4463,Strunz & Farah,0,v,47
4464,Strawberry Switchblade,0,u,46
4465,Dicks,1,v,47
4466,Katharine McPhee,0,u,46
4467,Danity Kane,0,u,46
4468,CKY,0,u,46
4469,Hot Lips Page,3,v,47
4470,Atlas Sound,0,p,41
4471,David Benoit,0,u,46
4472,Buck-O-Nine,0,d,29
4473,The Robins,1,v,47
4474,The Balfa Brothers,1,v,47
4475,Strike Anywhere,0,a,26
4476,Ryan Bingham,0,h,33
4477,David Bromberg,0,u,46
4478,Shiny Toy Guns,0,u,46
4479,Buddy DeFranco,0,v,47
4480,Buddy Greco,0,u,46
4481,Jackson Do Pandeiro,2,v,47
4482,Five Finger Death Punch,0,u,46
4483,Coal Chamber,1,u,46
4484,Powerman 5000,1,u,46
4485,Buster Brown,0,v,47
4486,Bushman,0,u,46
4487,Jason Derulo,0,t,45
4488,Burial,0,M,12
4489,Yeasayer,0,u,46
4490,Animal Collective,7,r,43
4491,David Cross,0,u,46
4492,Burzum,0,u,46
4493,C.W. McCall,0,u,46
4494,The Menzingers,0,u,46
4495,Swingin' Utters,1,h,33
4496,Camouflage,0,u,46
4497,Justice,2,j,35
4498,Cute Is What We Aim For,0,u,46
4499,Guaco,0,u,46
4500,Poncho Sanchez,1,u,46
4501,H-Town,0,u,46
4502,Guttermouth,0,d,29
4503,Memphis May Fire,0,u,46
4504,Gianluca Grignani,0,u,46
4505,Vasco Rossi,1,v,47
4506,OneRepublic,0,u,46
4507,Glenn Frey,0,u,46
4508,Patrick Cowley,2,v,47
4509,Hercules & Love Affair,0,u,46
4510,Gino Soccio,1,v,47
4511,Cassius Clay,1,v,47
4512,Girl Talk,0,u,46
4513,Caviar,0,u,46
4514,Gary McFarland,0,u,46
4515,H2O,0,C,2
4516,Vampire Weekend,3,u,46
4517,The Budos Band,1,u,46
4518,Glenn Lewis,0,u,46
4519,The Dodos,0,u,46
4520,Poi Dog Pondering,1,v,47
4521,Bon Iver,6,u,46
4522,Calexico,3,h,33
4523,Keri Hilson,2,u,46
4524,Missy Higgins,0,u,46
4525,Playero,2,v,47
4526,Gorillaz,1,F,5
4527,Vicki Sue Robinson,1,v,47
4528,Mal Waldron,0,v,47
4529,Mad Season,3,u,46
4530,Godspeed You! Black Emperor,0,u,46
4531,The Jesters,1,v,47
4532,Cascada,0,t,45
4533,The Knife,2,q,42
4534,Teenage Bottlerocket,0,u,46
4535,The Maine,0,u,46
4536,Dan Hill,0,u,46
4537,The Cribs,0,u,46
4538,Dan Tyminski,0,u,46
4539,Jack's Mannequin,0,u,46
4540,Los Huracanes del Norte,1,v,47
4541,Enrique GuzmÃ¡n,1,v,47
4542,Gogol Bordello,0,u,46
4543,"Harry ""Sweets"" Edison",1,v,47
4544,Goldfinger,1,h,33
4545,Aunt Molly Jackson,1,v,47
4546,Rose Maddox,1,v,47
4547,Within Temptation,0,u,46
4548,Iced Earth,3,u,46
4549,The Felice Brothers,0,u,46
4550,Golden Smog,0,u,46
4551,Hella,0,u,46
4552,HÃ©ctor Montemayor,0,v,47
4553,Marcus Roberts,0,u,46
4554,Chuck Rainey,1,v,47
4555,Verdine White,1,v,47
4556,The Sapphires,1,v,47
4557,Lloyd,2,u,46
4558,Marc Dorsey,0,u,46
4559,Ray Conniff,1,v,47
4560,Acker Bilk,1,v,47
4561,Dane Cook,0,u,46
4562,The Manhattan Transfer,0,K,10
4563,Three Dog Night,1,l,37
4564,Daryl Coley,0,v,47
4565,Day26,1,u,46
4566,Jean-Jacques Perrey,1,v,47
4567,Mason Williams,1,v,47
4568,Yael NaÃ¯m,0,p,41
4569,Hezekiah Walker,0,u,46
4570,Glenn Jones,0,u,46
4571,Michael Chapman,1,v,47
4572,Hi-Five,0,u,46
4573,Darryl Worley,1,u,46
4574,Daniel O'Donnell,0,u,46
4575,Lyfe Jennings,1,u,46
4576,Tex Beneke,1,v,47
4577,Marc Broussard,0,u,46
4578,William Clarke,0,u,46
4579,Winger,0,u,46
4580,Darkthrone,0,u,46
4581,Xavier Rudd,0,u,46
4582,Romeo Void,2,u,46
4583,Xiu Xiu,1,u,46
4584,Yami Bolo,0,u,46
4585,Yellowjackets,0,u,46
4586,Bidu SayÃ£o,2,v,47
4587,Yellowcard,0,B,1
4588,Leroy Hutson,1,v,47
4589,Sabu Martinez,1,v,47
4590,Joel Rafael,0,u,46
4591,Z.Z. Hill,0,u,46
4592,Vickie Winans,1,v,47
4593,Avenged Sevenfold,3,u,46
4594,Ryan Cabrera,0,u,46
4595,Zakk Wylde,0,u,46
4596,Gheorghe Zamfir,0,u,46
4597,Zion & Lennox,0,u,46
4598,ZhanÃ©,0,u,46
4599,Brandon Heath,0,u,46
4600,The Black Angels,0,u,46
4601,Portugal. The Man,0,u,46
4602,Ane Brun,0,j,35
4603,Flying Lotus,4,u,46
4604,Four Tet,3,g,32
4605,Hannah Montana,1,u,46
4606,Gojira,0,b,27
4607,Paris Hilton,0,t,45
4608,Boys Like Girls,0,u,46
4609,Relient K,1,h,33
4610,Born of Osiris,0,u,46
4611,Newton Faulkner,0,h,33
4612,Crystal Castles,0,u,46
4613,Volbeat,0,u,46
4614,Hank Williams III,1,u,46
4615,Motionless in White,0,u,46
4616,As Blood Runs Black,0,u,46
4617,We the Kings,0,u,46
4618,Jordin Sparks,0,u,46
4619,Kellie Pickler,0,u,46
4620,Corinne Bailey Rae,0,G,6
4621,All Time Low,2,u,46
4622,Gary Bartz,0,u,46
4623,The Antlers,0,u,46
4624,Gravity Kills,0,u,46
4625,Frida,0,u,46
4626,From First to Last,0,u,46
4627,Enuff Z'nuff,0,u,46
4628,Palomo,0,u,46
4629,Alexander Robotnick,0,u,46
4630,Spacehog,0,u,46
4631,Alien Ant Farm,0,d,29
4632,Danielle Dax,2,v,47
4633,Sharon Shannon,0,u,46
4634,Matt Monro,1,v,47
4635,Steelheart,0,u,46
4636,Train,1,u,46
4637,Travis Barker,0,u,46
4638,Alex Van Halen,1,v,47
4639,Tracey Ullman,0,u,46
4640,Bettye Swann,1,v,47
4641,Allure,0,u,46
4642,Trevor Jones,0,u,46
4643,Switch,1,v,47
4644,Troop,0,u,46
4645,LeVert,2,u,46
4646,TÃ©lÃ©popmusik,0,V,21
4647,Paul Gilbert,0,u,46
4648,Slide Hampton,0,u,46
4649,Slaid Cleaves,0,u,46
4650,Paul Kelly,0,u,46
4651,Paul Overstreet,1,u,46
4652,Anberlin,0,u,46
4653,Steps,1,u,46
4654,Stephen Schwartz,0,u,46
4655,Trivium,0,u,46
4656,ThalÃ­a,0,t,45
4657,Supersuckers,0,u,46
4658,Supreme Beings of Leisure,0,G,6
4659,Andrew Dice Clay,0,u,46
4660,Shivaree,0,u,46
4661,Smile Empty Soul,0,u,46
4662,Steve Lacy,0,u,46
4663,Something Corporate,0,u,46
4664,Sigue Sigue Sputnik,0,u,46
4665,Andy Irvine,1,u,46
4666,Paul Williams,0,u,46
4667,The Album Leaf,1,u,46
4668,Luis Alberto Spinetta,1,v,47
4669,Pescado Rabioso,1,v,47
4670,Snooks Eaglin,0,u,46
4671,Snow,0,u,46
4672,Sia,0,E,4
4673,Sigur RÃ³s,4,u,46
4674,Steve Hackett,2,u,46
4675,Steve Harley & Cockney Rebel,0,u,46
4676,The Avett Brothers,1,u,46
4677,The Black Keys,3,u,46
4678,Silversun Pickups,0,u,46
4679,Syleena Johnson,0,u,46
4680,The Bluegrass Album Band,0,u,46
4681,Antonio MachÃ­n,1,v,47
4682,Bloodhound Gang,0,u,46
4683,Manfred Mann's Earth Band,1,v,47
4684,Richard Adler,0,v,47
4685,Blaque,0,u,46
4686,Big D and the Kids Table,0,d,29
4687,999,2,u,46
4688,Bob Berg,0,u,46
4689,Freestyle,1,v,47
4690,Dr. Dog,1,u,46
4691,Great Lake Swimmers,0,u,46
4692,The Firm,0,u,46
4693,The Fall of Troy,0,u,46
4694,Blue Mountain,0,u,46
4695,Erma Franklin,1,v,47
4696,Tripping Daisy,1,v,47
4697,Blue October,0,u,46
4698,Folk Implosion,0,u,46
4699,Clint Eastwood,1,v,47
4700,The Cheetah Girls,0,u,46
4701,Bill Charlap,0,u,46
4702,The Gourds,0,u,46
4703,Bob Luman,0,u,46
4704,Bobby Watson,0,u,46
4705,Johnny Bond,1,v,47
4706,Bobby ValentÃ­n,0,v,47
4707,The Connection,0,u,46
4708,The Horrors,0,Y,24
4709,Baha Men,0,u,46
4710,Steve Arrington,1,v,47
4711,Kenny Garrett,0,u,46
4712,All Shall Perish,0,u,46
4713,Kid Loco,0,u,46
4714,Jimmy Barnes,1,v,47
4715,Bobby McFerrin,0,L,11
4716,Bonham,0,u,46
4717,Billy Talent,0,u,46
4718,Icehouse,0,u,46
4719,Idina Menzel,0,u,46
4720,Billy Walker,0,u,46
4721,Pete Brown,1,v,47
4722,The Kendalls,0,u,46
4723,Black Rebel Motorcycle Club,0,u,46
4724,Immature,1,u,46
4725,Pearl Bailey,1,v,47
4726,Ronnie Laws,1,v,47
4727,Kim Waters,0,u,46
4728,Klaus Badelt,0,u,46
4729,The Wailin' Jennys,0,u,46
4730,Nicole Scherzinger,0,u,46
4731,Krishna Das,0,v,47
4732,Kronos Quartet,0,u,46
4733,Infectious Grooves,0,u,46
4734,Chris Lord-Alge,0,u,46
4735,Cherish,0,u,46
4736,Cherry Poppin' Daddies,0,A,0
4737,The Futureheads,0,u,46
4738,Issac Delgado,0,u,46
4739,Chris de Burgh,0,u,46
4740,Koop,0,u,46
4741,Kula Shaker,0,u,46
4742,Kurt Elling,0,A,0
4743,The Jazz Crusaders,2,v,47
4744,La Bouche,0,u,46
4745,J.K. & Co.,0,u,46
4746,Compound Red,0,u,46
4747,Lacuna Coil,0,u,46
4748,Hellogoodbye,0,G,6
4749,Battles,0,u,46
4750,Chris Thile,0,u,46
4751,Lara Fabian,0,u,46
4752,Ladytron,1,p,41
4753,The Normal,1,v,47
4754,Aqualung,0,u,46
4755,Jagjit Singh,0,v,47
4756,Alec Wilder,1,v,47
4757,Billy May,1,v,47
4758,Jaheim,1,u,46
4759,Eric BenÃ©t,2,u,46
4760,Will Downing,1,u,46
4761,Crumb,0,u,46
4762,Clarence Clemons,0,u,46
4763,Gym Class Heroes,0,u,46
4764,Leela James,0,u,46
4765,Cupid,0,u,46
4766,The Donnas,0,u,46
4767,Barney,0,u,46
4768,Joanna Newsom,0,q,42
4769,Dorival Caymmi,1,v,47
4770,Jacob Do Bandolim,2,v,47
4771,The Maytals,1,v,47
4772,James Morrison,0,u,46
4773,The Crests,0,u,46
4774,James Newton Howard,0,u,46
4775,Evanescence,0,j,35
4776,The Decemberists,0,u,46
4777,Barcelona,0,u,46
4778,Explosions in the Sky,0,u,46
4779,Dirty Vegas,0,u,46
4780,Tony Vega,0,u,46
4781,Bennie Maupin,0,u,46
4782,Shai,0,u,46
4783,Joey McIntyre,1,v,47
4784,Dyke & the Blazers,0,u,46
4785,E.U.,0,u,46
4786,Shanice,0,u,46
4787,Stabbing Westward,0,u,46
4788,Cockney Rejects,1,u,46
4789,Keren Ann,0,o,40
4790,Diplo,1,D,3
4791,Fila Brazillia,1,v,47
4792,Electronic,1,u,46
4793,Philip Bailey,1,v,47
4794,Faithless,1,o,40
4795,FM,0,u,46
4796,CocoRosie,0,j,35
4797,Fenix TX,0,h,33
4798,EMF,0,u,46
4799,Robert Francis,0,u,46
4800,Doctor Ross,0,v,47
4801,Fantasia,0,u,46
4802,Kandi,2,v,47
4803,Eddie Gale,0,u,46
4804,Pierre Boulez,0,v,47
4805,Eddie Shaw,0,v,47
4806,Dolores Keane,0,v,47
4807,Huey Lewis,1,u,46
4808,Alfredo Gutierrez,1,v,47
4809,Roberto Torres,1,v,47
4810,Lisandro Meza,1,v,47
4811,DiÃ³medes DÃ­az,1,v,47
4812,Los Corraleros de Majagual,1,v,47
4813,Laurindo Almeida,1,v,47
4814,Toshiko Akiyoshi,0,u,46
4815,Ralph Burns,1,v,47
4816,Bobby Marchan,1,v,47
4817,Finger Eleven,0,u,46
4818,EmilÃ­ana Torrini,1,o,40
4819,Flesh for Lulu,0,u,46
4820,Dory Previn,0,v,47
4821,Fun Lovin' Criminals,1,u,46
4822,Gregory Hines,0,v,47
4823,Casting Crowns,0,u,46
4824,Catch 22,0,h,33
4825,Grady Tate,3,u,46
4826,Dream,0,u,46
4827,The Dream Academy,0,u,46
4828,Twila Paris,0,u,46
4829,Drop Nineteens,0,u,46
4830,Gang Green,2,v,47
4831,LÃ©o FerrÃ©,1,v,47
4832,Doves,0,u,46
4833,Grim Reaper,0,u,46
4834,Vertical Horizon,0,u,46
4835,Luther Ingram,0,u,46
4836,Alvin Lee,1,v,47
4837,Cornelio Reyna,1,v,47
4838,Los RelÃ¡mpagos del Norte,1,v,47
4839,"Luther ""Guitar Junior"" Johnson",0,u,46
4840,Charlie Hunter,0,u,46
4841,Turtle Island String Quartet,0,u,46
4842,JÃ³hann JÃ³hannsson,0,u,46
4843,Tyrese,0,u,46
4844,VÃ­ctor Manuelle,0,u,46
4845,Joe Nichols,2,u,46
4846,Jamie O'Neal,0,u,46
4847,Jamie Principle,1,u,46
4848,Lou Gramm,0,u,46
4849,Vince Neil,0,u,46
4850,Russell Malone,0,u,46
4851,Joel Grey,0,v,47
4852,Jane Monheit,0,u,46
4853,Vonda Shepard,0,u,46
4854,John Cafferty & the Beaver Brown Band,0,u,46
4855,VolovÃ¡n,0,u,46
4856,Uncle Sam,0,u,46
4857,MÃºm,2,p,41
4858,Jean Knight,0,u,46
4859,Wade Bowen,1,u,46
4860,Jenny Lewis,0,u,46
4861,John Petrucci,0,u,46
4862,Deep Blue Something,0,u,46
4863,Bob Eberly,1,v,47
4864,Jess Stacy,1,v,47
4865,Leftover Salmon,0,u,46
4866,The Millennium,0,u,46
4867,John Legend,3,j,35
4868,Deitrick Haddon,0,u,46
4869,Debra Laws,0,u,46
4870,Dawn Upshaw,0,u,46
4871,The Sylvers,2,v,47
4872,Hinder,0,u,46
4873,Deva Premal,0,u,46
4874,Devin Townsend,0,u,46
4875,Grizzly Bear,1,u,46
4876,Johnny Tillotson,0,v,47
4877,Whoopi Goldberg,0,u,46
4878,Dick Curless,0,v,47
4879,Jon Bon Jovi,0,u,46
4880,Frankie Carle,1,v,47
4881,Bert Kaempfert,1,v,47
4882,AndrÃ© Kostelanetz,1,v,47
4883,LiberaciÃ³n,0,u,46
4884,Horace Brown,0,u,46
4885,Horace Parlan,0,u,46
4886,El Chicano,0,u,46
4887,Lightning Bolt,0,u,46
4888,Maria McKee,0,u,46
4889,Dierks Bentley,2,u,46
4890,Liam Lynch,0,u,46
4891,Louie Ramirez,0,v,47
4892,Loose Ends,0,u,46
4893,Lo Fidelity Allstars,0,u,46
4894,Marisa Monte,0,u,46
4895,Joyce,1,v,47
4896,Loudness,0,u,46
4897,Robben Ford,0,u,46
4898,Lori McKenna,0,u,46
4899,Rocket from the Crypt,2,u,46
4900,Samantha Mumba,0,u,46
4901,Chuckii Booker,1,v,47
4902,Mark Morrison,0,v,47
4903,Ron White,0,u,46
4904,Lisa Fischer,0,u,46
4905,The Babys,1,v,47
4906,Pepe Aguilar,0,u,46
4907,Junior Byles,1,v,47
4908,Julieta Venegas,0,u,46
4909,Jumbo,0,u,46
4910,Julia Fordham,0,u,46
4911,Rokia TraorÃ©,0,v,47
4912,Save Ferris,0,u,46
4913,Lit,0,u,46
4914,Savage Garden,0,t,45
4915,Nic Jones,1,v,47
4916,Vanessa-Mae,0,u,46
4917,Vanessa Bell Armstrong,0,u,46
4918,Little Caesar,0,u,46
4919,Vanessa Carlton,0,o,40
4920,Velvet Revolver,0,u,46
4921,SÃ©bastien Tellier,0,u,46
4922,Jeffrey Gaines,0,u,46
4923,Jennifer Paige,0,u,46
4924,Michael Wycoff,0,u,46
4925,D.J. Rogers,1,v,47
4926,Section 25,0,u,46
4927,Peter Erskine,0,u,46
4928,Mel Lewis,1,u,46
4929,Peter Bjorn and John,1,u,46
4930,Pete Yorn,0,u,46
4931,Phantom Planet,0,u,46
4932,Norman Connors,0,u,46
4933,Clap Your Hands Say Yeah,0,u,46
4934,Ne-Yo,2,u,46
4935,Mark-Almond,0,u,46
4936,Lola Flores,1,v,47
4937,Jerry Ross,0,v,47
4938,Marlena Shaw,0,u,46
4939,Marques Houston,1,u,46
4940,Richard Cheese,0,T,19
4941,Pitchshifter,0,u,46
4942,Rotary Connection,1,u,46
4943,RuPaul,0,t,45
4944,Kaki King,0,u,46
4945,Richard Elliot,0,u,46
4946,Ruby,0,o,40
4947,Kaskade,1,u,46
4948,Powderfinger,0,u,46
4949,Brooklyn Bridge,1,u,46
4950,Primitive Radio Gods,1,u,46
4951,Los Reyes del Camino,0,u,46
4952,Egg Hunt,1,v,47
4953,Keane,2,u,46
4954,Pulse Ultra,0,u,46
4955,Quarterflash,0,u,46
4956,John Stewart,1,v,47
4957,Keel,0,u,46
4958,Natalia Lafourcade,0,u,46
4959,Katy Perry,5,s,44
4960,The Fray,3,u,46
4961,Mary Mary,0,u,46
4962,Corb Lund,0,u,46
4963,Rachael Yamagata,0,h,33
4964,Carrie Underwood,1,u,46
4965,Nelson,0,u,46
4966,Arif Mardin,1,v,47
4967,Mat Kearney,0,u,46
4968,Brett Dennen,0,u,46
4969,KT Tunstall,0,h,33
4970,Mary Youngblood,0,u,46
4971,Raheem DeVaughn,1,u,46
4972,Bullet for My Valentine,0,u,46
4973,McFly,1,u,46
4974,Randy VanWarmer,0,u,46
4975,Mayday,0,u,46
4976,Augustana,0,u,46
4977,JosÃ© GonzÃ¡lez,0,u,46
4978,Baby Rasta & Gringo,1,v,47
4979,Nicky Jam,0,v,47
4980,Janelle MonÃ¡e,0,t,45
4981,The Browns,1,v,47
4982,Nightwish,1,u,46
4983,Nicole,0,u,46
4984,Far East Movement,0,u,46
4985,MercyMe,0,u,46
4986,Russ Taff,1,v,47
4987,Men at Work,0,u,46
4988,TrentemÃ¸ller,1,v,47
4989,Deadmau5,2,u,46
4990,Metal Church,0,u,46
4991,Merril Bainbridge,0,u,46
4992,Red Rider,0,u,46
4993,O-Town,0,u,46
4994,Red Lorry Yellow Lorry,0,u,46
4995,Reef,0,u,46
4996,ReneÃ© Olstead,0,u,46
4997,The O.C. Supertones,0,d,29
4998,Michael BublÃ©,0,u,46
4999,Republica,0,u,46
5000,Revis,0,u,46
5001,Michael Nyman,1,u,46
5002,Michael Giacchino,0,u,46
5003,Ocean Colour Scene,0,u,46
5004,O'Bryan,0,u,46
5005,The Muppets,0,u,46
5006,Michal Urbaniak,0,u,46
5007,The Olivia Tremor Control,1,u,46
5008,Mijares,0,u,46
