Id,Label,timeset,weight,color,modularity_class
3957,Rachelle Ferrell,,1,u,1
3958,Matt Nathanson,,0,u,3
3959,Five for Fighting,,1,u,3
3960,Regina Spektor,,2,Y,3
3961,Reel Big Fish,,3,Q,14
3962,El Michels Affair,,0,u,9
3963,Lafayette Afro Rock Band,,1,v,9
3964,Cymande,,1,v,9
3965,Mandrill,,1,u,9
3966,Norma Jean,,0,u,8
3967,Norman Blake,,0,u,5
3968,Norman Brown,,0,u,6
3969,Material Issue,,1,u,2
3970,Mason Jennings,,0,u,3
3971,Aly & AJ,,0,u,1
3972,Atomic Kitten,,8,t,1
3973,Michelle Branch,,2,u,1
3974,Hilary Duff,,5,u,1
3975,OK Go,,0,u,2
3976,Fountains of Wayne,,5,u,2
3977,Railroad Earth,,0,u,5
3978,Next,,1,u,9
3979,James Blunt,,0,u,3
3980,Be Your Own Pet,,0,u,2
3981,Zac Brown,,0,u,5
3982,Brad Paisley,,3,u,5
3983,Rascal Flatts,,4,u,5
3984,Ohio Express,,2,u,0
3985,Ryan Leslie,,0,u,9
3986,Esperanza Spalding,,0,t,1
3987,Nena,,1,u,2
3988,Nick Heyward,,0,u,2
3989,Maxine Brown,,1,u,1
3990,Cat Anderson,,1,v,6
3991,Randy Scruggs,,0,u,5
3992,The Go! Team,,0,G,2
3993,Michelle Williams,,0,u,1
3994,Yolanda Adams,,4,u,1
3995,Michael Ruff,,0,u,1
3996,Randy Waldman,,0,u,1
3997,Michael White,,0,u,3
3998,Alvin & the Chipmunks,,3,v,4
3999,Crazy Frog,,0,u,4
4000,Nickel Creek,,2,u,5
4001,Rhonda Vincent,,2,u,5
4002,Tim O'Brien,,1,u,5
4003,Alison Krauss,,5,u,5
4004,Scott Nygaard,,1,u,5
4005,Stuart Duncan,,1,u,5
4006,Opeth,,0,u,8
4007,Nerf Herder,,1,u,14
4008,Mclusky,,0,u,2
4009,Shellac,,3,u,2
4010,Jessie Hill,,1,v,9
4011,Patty Duke,,3,v,1
4012,Lecrae,,0,u,9
4013,Men of Standard,,1,v,9
4014,TobyMac,,2,u,10
4015,Ratatat,,0,p,2
4016,Mike Birbiglia,,0,u,4
4017,Adam Sandler,,2,u,4
4018,Brian Regan,,2,u,4
4019,Mitch Hedberg,,2,u,4
4020,Me First and the Gimme Gimmes,,0,B,14
4021,Ray Anthony,,0,v,6
4022,Ray J,,1,u,9
4023,The Motors,,0,u,0
4024,The Microphones,,0,u,2
4025,Tygers of Pan Tang,,1,v,8
4026,John Scofield,,3,u,6
4027,The Lounge Lizards,,2,u,6
4028,Medicine,,0,u,2
4029,Meredith Brooks,,1,u,3
4030,Maria Callas,,1,v,2
4031,Nicolette Larson,,0,u,3
4032,Meli'sa Morgan,,0,u,1
4033,Medwyn Goodall,,0,u,6
4034,Ready for the World,,0,u,9
4035,Ray Nance,,1,v,6
4036,The Peasall Sisters,,0,u,5
4037,The RH Factor,,0,u,9
4038,The Radiators,,4,u,0
4039,Phil Manzanera,,2,u,0
4040,Milli Vanilli,,3,t,1
4041,Ralfi Pagan,,0,u,9
4042,Mike Stern,,0,u,6
4043,Otis Taylor,,1,u,0
4044,The Expendables,,0,u,14
4045,The Slackers,,4,u,14
4046,Dance Hall Crashers,,3,u,14
4047,The Tubes,,2,u,2
4048,Mingus Big Band,,0,u,6
4049,The Marcels,,1,v,1
4050,The Shins,,4,u,2
4051,Miracle Legion,,4,u,2
4052,Marconi Union,,0,u,2
4053,The Godz,,5,u,2
4054,The Six Parts Seven,,0,u,3
4055,Nivea,,0,u,1
4056,Mista,,0,u,1
4057,Matt Costa,,0,u,3
4058,Donavon Frankenreiter,,1,h,3
4059,The Miracles,,2,u,0
4060,2 Brothers on the 4th Floor,,0,u,8
4061,DÃ³ris Monteiro,,1,v,7
4062,The Naked Brothers Band,,0,u,1
4063,The King Khan & BBQ Show,,0,u,14
4064,Reckless Kelly,,0,u,5
4065,Methods of Mayhem,,0,u,8
4066,Donna Lewis,,0,u,3
4067,Messiah,,1,u,2
4068,CSS,,0,u,2
4069,The Rapture,,4,F,2
4070,The Weepies,,1,u,3
4071,The Kooks,,0,u,2
4072,Mest,,0,u,14
4073,Red Simpson,,0,u,5
4074,Red Sovine,,0,v,5
4075,Off Broadway,,0,u,2
4076,Editors,,0,u,2
4077,Okkervil River,,1,u,3
4078,Belanova,,0,u,7
4079,Nuclear Assault,,0,u,14
4080,Old 97's,,0,u,5
4081,Nuyorican Soul,,0,v,7
4082,Old Crow Medicine Show,,0,u,5
4083,Olga TaÃ±Ã³n,,0,u,7
4084,Gene Kelly,,4,v,1
4085,Of Montreal,,1,u,2
4086,Omarion,,2,u,9
4087,Ashley Tisdale,,1,u,1
4088,Lindsay Lohan,,4,u,1
4089,Mick Taylor,,1,u,0
4090,Klaxons,,0,S,2
4091,The Shamen,,1,v,2
4092,Taylor Swift,,1,u,5
4093,Michel Berger,,0,u,0
4094,The Matches,,0,B,14
4095,The National,,0,u,2
4096,The Moldy Peaches,,0,u,2
4097,The Subdudes,,0,u,9
4098,The Outfield,,0,u,2
4099,The Mooney Suzuki,,0,u,0
4100,A Skylit Drive,,0,u,14
4101,Mika,,0,u,2
4102,Scissor Sisters,,2,t,2
4103,Rufus Wainwright,,2,u,3
4104,Corbin Bleu,,0,u,9
4105,Madina Lake,,0,u,14
4106,Collie Buddz,,0,u,13
4107,3LW,,0,u,1
4108,Texas Tornados,,2,u,0
4109,Big Jay McNeely,,3,v,9
4110,Boots Randolph,,1,v,9
4111,The New Pornographers,,0,u,2
4112,The String Cheese Incident,,0,u,0
4113,Marsha Ambrosius,,2,u,9
4114,A Perfect Circle,,1,u,8
4115,Anita Ward,,0,u,1
4116,The Motels,,0,u,1
4117,Dance Gavin Dance,,0,u,14
4118,Midtown,,1,i,14
4119,Millencolin,,1,Q,14
4120,Off with Their Heads,,0,u,14
4121,Crucifix,,1,v,2
4122,Hula,,1,v,2
4123,The Tractors,,0,u,5
4124,The Pietasters,,0,u,14
4125,The Verve Pipe,,0,u,2
4126,Sugar,,2,v,2
4127,The Vapors,,1,u,2
4128,Harpers Bizarre,,1,u,1
4129,Red Mitchell,,1,v,6
4130,Sugarland,,0,u,5
4131,The Witnesses,,0,u,2
4132,Mike Shinoda,,0,u,8
4133,Ingrid Michaelson,,0,p,3
4134,Thirty Seconds to Mars,,1,u,8
4135,The Starting Line,,2,u,14
4136,MoKenStef,,0,u,1
4137,La Sonora Dinamita,,2,v,7
4138,Orquesta AragÃ³n,,2,v,7
4139,The Rockin' Berries,,0,u,2
4140,The Ocean Blue,,0,u,2
4141,Memphis Slim,,4,v,0
4142,Sunnyland Slim,,1,v,0
4143,The Pop Group,,3,u,2
4144,Fifty Foot Hose,,1,v,2
4145,The Wonder Stuff,,1,u,2
4146,Anthony B,,0,u,13
4147,Caifanes,,1,v,7
4148,La Ley,,1,v,7
4149,El Tri,,1,u,7
4150,Mano Negra,,1,v,7
4151,Moloko,,0,G,2
4152,The Cave Singers,,0,u,3
4153,Silver Jews,,2,u,5
4154,The Walkmen,,0,h,2
4155,Steeleye Span,,9,u,3
4156,The Rivieras,,1,u,6
4157,Joey Dee,,2,v,14
4158,The Remains,,2,j,0
4159,Guadalcanal Diary,,2,u,2
4160,The Royal Guardsmen,,0,v,5
4161,Our Lady Peace,,3,u,8
4162,Three Days Grace,,2,u,8
4163,Toadies,,1,u,8
4164,Machines of Loving Grace,,3,u,8
4165,Suffocation,,1,u,8
4166,The Power Station,,0,u,8
4167,Franco,,2,v,1
4168,Mr. Fingers,,1,v,2
4169,The Samples,,0,u,0
4170,Thrice,,0,u,14
4171,Eddie Safranski,,1,v,6
4172,Another Bad Creation,,1,u,9
4173,Anouk,,0,u,1
4174,The Rentals,,1,u,2
4175,Captain Beyond,,2,u,8
4176,Mindless Self Indulgence,,0,u,8
4177,The Salsoul Orchestra,,0,u,1
4178,Wolfgang Amadeus Mozart,,1,v,2
4179,Adina Howard,,1,u,1
4180,Adema,,0,u,8
4181,Minus the Bear,,0,u,2
4182,The Rembrandts,,0,u,2
4183,Miroslav Vitous,,0,u,6
4184,Mirwais,,0,u,2
4185,Adriana Calcanhotto,,0,u,7
4186,Zap Pow,,1,v,13
4187,Brownsville Station,,1,j,0
4188,12 Stones,,0,u,8
4189,The Hondells,,1,v,2
4190,Against Me!,,0,a,14
4191,Seaweed,,2,v,14
4192,Luke Bryan,,0,u,5
4193,Mother Love Bone,,0,u,8
4194,Yo-Yo,,1,v,1
4195,Miranda Lambert,,1,u,5
4196,Tift Merritt,,2,u,5
4197,Miri Ben-Ari,,0,u,6
4198,Adele,,3,o,1
4199,Tito Nieves,,0,u,7
4200,The Sounds,,0,u,2
4201,Al Hirt,,0,v,6
4202,Mudvayne,,1,u,8
4203,Al Kooper,,1,u,0
4204,Audio Adrenaline,,2,u,10
4205,Carman,,1,u,10
4206,As I Lay Dying,,0,u,8
4207,Cannibal Corpse,,3,u,8
4208,Snapcase,,2,u,8
4209,The Soup Dragons,,1,u,2
4210,Flight of the Conchords,,0,O,0
4211,Muse,,4,u,2
4212,Porcupine Tree,,1,u,8
4213,Tom Russell,,0,I,3
4214,Thelma Houston,,0,u,1
4215,Alcatrazz,,0,u,8
4216,Albertina Walker,,0,v,1
4217,Alex Bugnon,,0,u,6
4218,Lenny Williams,,1,u,9
4219,Piebald,,1,u,14
4220,Brian Poole & the Tremeloes,,0,u,0
4221,Mr. Scruff,,0,u,13
4222,Tommy Flanagan,,2,v,6
4223,Brian Tyler,,0,u,6
4224,Danny Elfman,,1,O,6
4225,Cactus,,2,u,0
4226,Peter Murphy,,2,u,8
4227,My Morning Jacket,,4,u,2
4228,Brian Culbertson,,0,u,9
4229,Gerald Albright,,1,u,6
4230,The Brecker Brothers,,1,u,6
4231,Camila,,0,u,7
4232,Alejandra GuzmÃ¡n,,1,v,7
4233,Stonewall Jackson,,1,v,5
4234,The Bucketheads,,0,u,9
4235,Bruce Dickinson,,1,u,8
4236,Mystery Jets,,1,u,2
4237,Bright Eyes,,7,u,2
4238,Girls Aloud,,0,u,1
4239,Busted,,2,u,14
4240,The Raconteurs,,0,u,2
4241,The Dead Weather,,1,u,2
4242,Anthony Newley,,1,u,1
4243,Chrisette Michele,,0,u,1
4244,Jill Scott,,5,u,1
4245,Cabas,,0,u,7
4246,Flyleaf,,0,u,8
4247,Skillet,,1,u,8
4248,Buckcherry,,0,u,8
4249,Magnus Karlsson,,0,u,8
4250,Buddy Emmons,,0,v,5
4251,MGMT,,0,u,2
4252,Bring Me the Horizon,,0,Z,8
4253,BBMak,,1,v,14
4254,Joe Arroyo,,0,v,7
4255,Sasha,,1,v,2
4256,Basshunter,,0,u,2
4257,Armin van Buuren,,1,v,2
4258,TiÃ«sto,,3,u,2
4259,Hellyeah,,0,u,8
4260,Dailey & Vincent,,0,v,5
4261,Serge Chaloff,,1,v,6
4262,Gustavo Cerati,,0,u,2
4263,Daniel Powter,,0,u,3
4264,Labi Siffre,,1,v,9
4265,Melody Gardot,,0,h,3
4266,Puffy AmiYumi,,1,v,1
4267,The Time,,3,u,9
4268,Gilbert O'Sullivan,,0,u,2
4269,Jazmine Sullivan,,1,u,1
4270,Matt and Kim,,0,t,2
4271,Cold War Kids,,0,h,3
4272,Gilberto Santa Rosa,,1,u,7
4273,El Gran Combo de Puerto Rico,,3,v,7
4274,Tito Rodriguez,,1,v,7
4275,"Pete ""El Conde"" RodrÃ­guez",,1,v,7
4276,The Gaslight Anthem,,0,h,14
4277,Jonas Brothers,,1,u,9
4278,Jesse McCartney,,4,u,9
4279,Hanson,,6,u,0
4280,Witch,,0,u,8
4281,J. Holiday,,1,u,9
4282,Cousin Emmy,,1,v,5
4283,Miley Cyrus,,0,u,1
4284,Ashlee Simpson,,4,u,1
4285,The Bird and the Bee,,0,u,2
4286,April March,,1,u,1
4287,"Orlando ""Cachaito"" Lopez",,1,v,7
4288,Man Parrish,,3,u,2
4289,The Wreckers,,0,u,5
4290,CamarÃ³n de la Isla,,2,v,7
4291,HammerFall,,0,u,8
4292,Veil of Maya,,0,u,8
4293,Hot Chip,,0,F,2
4294,Hardline,,0,u,0
4295,Natasha Bedingfield,,1,u,1
4296,Fred Anderson,,0,u,6
4297,Damn Yankees,,0,u,8
4298,Maktub,,0,u,9
4299,Glass Candy,,0,u,2
4300,MaxÃ¯mo Park,,0,u,2
4301,Hayes Carll,,0,u,5
4302,Ray Wylie Hubbard,,1,v,5
4303,Steve Young,,1,u,5
4304,Blaze Foley,,2,u,5
4305,Rogue Wave,,0,u,2
4306,Jason Isbell,,0,u,0
4307,Kenny Wayne Shepherd,,1,u,0
4308,Lily Allen,,1,T,1
4309,Colbie Caillat,,0,u,3
4310,Daniel Santos,,1,v,7
4311,Kat DeLuna,,0,u,1
4312,Milly Quezada,,1,v,1
4313,Justin Townes Earle,,0,u,5
4314,Son Volt,,3,u,5
4315,Dangerous Toys,,0,u,8
4316,Daughtry,,0,u,8
4317,Nickelback,,6,u,8
4318,Fuel,,2,u,8
4319,Dalis Car,,0,u,2
4320,Saving Abel,,0,u,8
4321,Stuff,,0,u,9
4322,The Cookies,,1,v,1
4323,Ocean,,0,u,3
4324,Angels & Airwaves,,1,u,14
4325,David Ruffin,,1,v,9
4326,Taio Cruz,,0,u,9
4327,Frightened Rabbit,,0,u,2
4328,Hepcat,,0,u,14
4329,4Him,,0,u,10
4330,Marcy Playground,,0,u,8
4331,Animotion,,0,u,2
4332,Paolo Nutini,,1,u,9
4333,Damien Rice,,4,u,3
4334,Freda Payne,,1,u,1
4335,Modern English,,2,u,2
4336,St. Vincent,,0,o,3
4337,A Taste of Honey,,0,u,1
4338,Adamski,,1,v,9
4339,The Edwin Hawkins Singers,,2,v,9
4340,The Used,,4,d,8
4341,Bappi Lahiri,,1,v,6
4342,A.R. Rahman,,0,v,6
4343,Sun Kil Moon,,0,u,3
4344,Rhiannon Giddens,,0,u,1
4345,Giuseppe di Stefano,,1,v,1
4346,Sufjan Stevens,,3,u,2
4347,Camera Obscura,,1,u,2
4348,Anthony Hamilton,,1,u,9
4349,The Vogues,,0,u,1
4350,Subhumans,,0,u,14
4351,The Vines,,0,u,0
4352,The Subways,,0,u,14
4353,Ash,,2,u,2
4354,Girls at Our Best!,,1,v,2
4355,Buffalo Tom,,5,u,2
4356,APB,,0,u,9
4357,Willie Johnson,,1,v,0
4358,The Waitresses,,0,u,2
4359,Acoustic Alchemy,,0,u,6
4360,MÃ³nica Naranjo,,0,t,1
4361,Mina,,1,v,1
4362,The Dangerous Summer,,1,u,14
4363,Moodymann,,1,u,9
4364,Crookers,,0,u,2
4365,Armand Van Helden,,2,u,2
4366,Los Campesinos!,,1,u,2
4367,Broken Social Scene,,2,u,2
4368,Thom Yorke,,1,u,2
4369,Yonder Mountain String Band,,0,u,5
4370,Monica Zetterlund,,0,v,1
4371,Monty Alexander,,0,u,6
4372,The Weakerthans,,0,u,2
4373,Yarbrough & Peoples,,0,u,9
4374,Lecuona Cuban Boys,,2,v,7
4375,Noro Morales,,2,v,7
4376,Theory of a Deadman,,0,u,8
4377,April Wine,,0,u,9
4378,Acceptance,,0,u,2
4379,Tiger Army,,0,u,14
4380,Buckethead,,0,u,9
4381,Motion City Soundtrack,,3,u,14
4382,Afro-Cuban All Stars,,0,v,7
4383,Against All Authority,,0,u,2
4384,Arch Enemy,,0,u,8
4385,A.R. Kane,,4,u,2
4386,After 7,,0,u,9
4387,The Originals,,1,v,9
4388,Julian Bream,,1,v,0
4389,Mr. Big,,0,u,8
4390,Steve Perry,,1,u,3
4391,John Waite,,1,u,8
4392,Mother Earth,,0,u,9
4393,Aqua,,0,t,1
4394,Ziggy Marley & the Melody Makers,,0,u,1
4395,Taken by Trees,,0,p,3
4396,Todd Rhodes,,1,u,6
4397,Dirty Heads,,0,u,14
4398,Tippa Irie,,1,v,14
4399,The Upsetters,,1,v,13
4400,The Ethiopians,,2,v,13
4401,The Techniques,,3,v,13
4402,Tinariwen,,1,u,0
4403,Toumani DiabatÃ©,,2,v,0
4404,Tiny Tim,,0,v,4
4405,Aim,,0,u,2
4406,Afro Celt Sound System,,0,u,2
4407,Arthur Conley,,1,v,9
4408,Gene Watson,,1,u,5
4409,Classics IV,,1,v,0
4410,Aida Cuevas,,0,v,7
4411,Caribou,,2,j,2
4412,MK,,1,v,2
4413,Timmy Regisford,,1,v,2
4414,Kim Wilde,,1,v,1
4415,Tomahawk,,0,u,8
4416,Metro Station,,0,u,2
4417,Mae,,1,v,2
4418,Four Year Strong,,1,u,14
4419,The Fratellis,,0,u,2
4420,Melanie C,,1,v,1
4421,Todd Snider,,0,V,5
4422,Brainstorm,,0,u,9
4423,The Tokens,,1,v,2
4424,Los del Rio,,1,u,7
4425,My Life with the Thrill Kill Kult,,0,u,9
4426,Mushroomhead,,0,u,8
4427,Billy Thorpe,,2,v,9
4428,Aldo Nova,,0,u,8
4429,The Infamous Stringdusters,,0,u,5
4430,JoaquÃ­n Sabina,,1,v,7
4431,Mr. Mister,,0,u,3
4432,Pretty Ricky,,1,u,9
4433,The Bothy Band,,1,v,3
4434,Alain Bashung,,0,u,2
4435,The Bouncing Souls,,1,a,14
4436,Mya,,0,u,1
4437,TonÃ©x,,0,u,9
4438,Brick,,0,u,9
4439,"Bernard ""Pretty"" Purdie",,1,v,6
4440,Brian Blade,,0,u,6
4441,Bronski Beat,,0,u,2
4442,The Bravery,,0,u,2
4443,Joshua Radin,,0,u,3
4444,Britny Fox,,0,u,8
4445,Seether,,0,u,8
4446,The Brooklyn Tabernacle Choir,,0,u,9
4447,Aslan,,0,u,2
4448,Bulletboys,,0,u,8
4449,Stone Sour,,0,u,8
4450,Amy Winehouse,,8,l,1
4451,Jamey Johnson,,0,u,5
4452,Reik,,0,u,7
4453,Heatwave,,1,v,9
4454,James Mason,,1,v,9
4455,Strangefolk,,0,u,5
4456,Breakwater,,0,u,9
4457,Rufus & Chaka Khan,,1,v,9
4458,Buddy Tate,,0,u,6
4459,David Ball,,0,u,5
4460,YACHT,,0,u,2
4461,Eric Church,,0,u,5
4462,Jordan Pruitt,,0,u,1
4463,Strunz & Farah,,0,v,7
4464,Strawberry Switchblade,,0,u,2
4465,Dicks,,1,v,8
4466,Katharine McPhee,,0,u,1
4467,Danity Kane,,0,u,1
4468,CKY,,0,u,8
4469,Hot Lips Page,,3,v,6
4470,Atlas Sound,,0,p,2
4471,David Benoit,,0,u,6
4472,Buck-O-Nine,,0,d,14
4473,The Robins,,1,v,1
4474,The Balfa Brothers,,1,v,9
4475,Strike Anywhere,,0,a,14
4476,Ryan Bingham,,0,h,5
4477,David Bromberg,,0,u,3
4478,Shiny Toy Guns,,0,u,2
4479,Buddy DeFranco,,0,v,6
4480,Buddy Greco,,0,u,1
4481,Jackson Do Pandeiro,,2,v,7
4482,Five Finger Death Punch,,0,u,8
4483,Coal Chamber,,1,u,8
4484,Powerman 5000,,1,u,8
4485,Buster Brown,,0,v,9
4486,Bushman,,0,u,13
4487,Jason Derulo,,0,t,9
4488,Burial,,0,M,2
4489,Yeasayer,,0,u,2
4490,Animal Collective,,7,r,2
4491,David Cross,,0,u,4
4492,Burzum,,0,u,8
4493,C.W. McCall,,0,u,5
4494,The Menzingers,,0,u,14
4495,Swingin' Utters,,1,h,14
4496,Camouflage,,0,u,2
4497,Justice,,2,j,2
4498,Cute Is What We Aim For,,0,u,14
4499,Guaco,,0,u,7
4500,Poncho Sanchez,,1,u,7
4501,H-Town,,0,u,9
4502,Guttermouth,,0,d,14
4503,Memphis May Fire,,0,u,8
4504,Gianluca Grignani,,0,u,0
4505,Vasco Rossi,,1,v,0
4506,OneRepublic,,0,u,2
4507,Glenn Frey,,0,u,0
4508,Patrick Cowley,,2,v,1
4509,Hercules & Love Affair,,0,u,2
4510,Gino Soccio,,1,v,2
4511,Cassius Clay,,1,v,9
4512,Girl Talk,,0,u,2
4513,Caviar,,0,u,2
4514,Gary McFarland,,0,u,6
4515,H2O,,0,C,14
4516,Vampire Weekend,,3,u,2
4517,The Budos Band,,1,u,9
4518,Glenn Lewis,,0,u,9
4519,The Dodos,,0,u,2
4520,Poi Dog Pondering,,1,v,2
4521,Bon Iver,,6,u,3
4522,Calexico,,3,h,3
4523,Keri Hilson,,2,u,1
4524,Missy Higgins,,0,u,3
4525,Playero,,2,v,13
4526,Gorillaz,,1,F,2
4527,Vicki Sue Robinson,,1,v,7
4528,Mal Waldron,,0,v,6
4529,Mad Season,,3,u,8
4530,Godspeed You! Black Emperor,,0,u,2
4531,The Jesters,,1,v,9
4532,Cascada,,0,t,1
4533,The Knife,,2,q,2
4534,Teenage Bottlerocket,,0,u,14
4535,The Maine,,0,u,14
4536,Dan Hill,,0,u,3
4537,The Cribs,,0,u,2
4538,Dan Tyminski,,0,u,5
4539,Jack's Mannequin,,0,u,3
4540,Los Huracanes del Norte,,1,v,7
4541,Enrique GuzmÃ¡n,,1,v,7
4542,Gogol Bordello,,0,u,3
4543,"Harry ""Sweets"" Edison",,1,v,6
4544,Goldfinger,,1,h,14
4545,Aunt Molly Jackson,,1,v,5
4546,Rose Maddox,,1,v,5
4547,Within Temptation,,0,u,8
4548,Iced Earth,,3,u,8
4549,The Felice Brothers,,0,u,5
4550,Golden Smog,,0,u,0
4551,Hella,,0,u,8
4552,HÃ©ctor Montemayor,,0,v,7
4553,Marcus Roberts,,0,u,6
4554,Chuck Rainey,,1,v,6
4555,Verdine White,,1,v,6
4556,The Sapphires,,1,v,7
4557,Lloyd,,2,u,9
4558,Marc Dorsey,,0,u,9
4559,Ray Conniff,,1,v,6
4560,Acker Bilk,,1,v,6
4561,Dane Cook,,0,u,4
4562,The Manhattan Transfer,,0,K,1
4563,Three Dog Night,,1,l,0
4564,Daryl Coley,,0,v,9
4565,Day26,,1,u,9
4566,Jean-Jacques Perrey,,1,v,6
4567,Mason Williams,,1,v,6
4568,Yael NaÃ¯m,,0,p,3
4569,Hezekiah Walker,,0,u,9
4570,Glenn Jones,,0,u,3
4571,Michael Chapman,,1,v,3
4572,Hi-Five,,0,u,9
4573,Darryl Worley,,1,u,5
4574,Daniel O'Donnell,,0,u,3
4575,Lyfe Jennings,,1,u,9
4576,Tex Beneke,,1,v,6
4577,Marc Broussard,,0,u,9
4578,William Clarke,,0,u,0
4579,Winger,,0,u,8
4580,Darkthrone,,0,u,8
4581,Xavier Rudd,,0,u,3
4582,Romeo Void,,2,u,2
4583,Xiu Xiu,,1,u,2
4584,Yami Bolo,,0,u,13
4585,Yellowjackets,,0,u,6
4586,Bidu SayÃ£o,,2,v,7
4587,Yellowcard,,0,B,14
4588,Leroy Hutson,,1,v,9
4589,Sabu Martinez,,1,v,7
4590,Joel Rafael,,0,u,3
4591,Z.Z. Hill,,0,u,9
4592,Vickie Winans,,1,v,1
4593,Avenged Sevenfold,,3,u,8
4594,Ryan Cabrera,,0,u,7
4595,Zakk Wylde,,0,u,8
4596,Gheorghe Zamfir,,0,u,7
4597,Zion & Lennox,,0,u,13
4598,ZhanÃ©,,0,u,1
4599,Brandon Heath,,0,u,3
4600,The Black Angels,,0,u,2
4601,Portugal. The Man,,0,u,2
4602,Ane Brun,,0,j,3
4603,Flying Lotus,,4,u,2
4604,Four Tet,,3,g,2
4605,Hannah Montana,,1,u,1
4606,Gojira,,0,b,8
4607,Paris Hilton,,0,t,1
4608,Boys Like Girls,,0,u,14
4609,Relient K,,1,h,14
4610,Born of Osiris,,0,u,8
4611,Newton Faulkner,,0,h,3
4612,Crystal Castles,,0,u,2
4613,Volbeat,,0,u,8
4614,Hank Williams III,,1,u,5
4615,Motionless in White,,0,u,8
4616,As Blood Runs Black,,0,u,8
4617,We the Kings,,0,u,14
4618,Jordin Sparks,,0,u,1
4619,Kellie Pickler,,0,u,5
4620,Corinne Bailey Rae,,0,G,1
4621,All Time Low,,2,u,14
4622,Gary Bartz,,0,u,6
4623,The Antlers,,0,u,3
4624,Gravity Kills,,0,u,8
4625,Frida,,0,u,9
4626,From First to Last,,0,u,14
4627,Enuff Z'nuff,,0,u,2
4628,Palomo,,0,u,1
4629,Alexander Robotnick,,0,u,2
4630,Spacehog,,0,u,2
4631,Alien Ant Farm,,0,d,8
4632,Danielle Dax,,2,v,8
4633,Sharon Shannon,,0,u,3
4634,Matt Monro,,1,v,1
4635,Steelheart,,0,u,8
4636,Train,,1,u,0
4637,Travis Barker,,0,u,8
4638,Alex Van Halen,,1,v,8
4639,Tracey Ullman,,0,u,1
4640,Bettye Swann,,1,v,1
4641,Allure,,0,u,1
4642,Trevor Jones,,0,u,6
4643,Switch,,1,v,9
4644,Troop,,0,u,9
4645,LeVert,,2,u,9
4646,TÃ©lÃ©popmusik,,0,V,2
4647,Paul Gilbert,,0,u,0
4648,Slide Hampton,,0,u,6
4649,Slaid Cleaves,,0,u,5
4650,Paul Kelly,,0,u,2
4651,Paul Overstreet,,1,u,5
4652,Anberlin,,0,u,14
4653,Steps,,1,u,1
4654,Stephen Schwartz,,0,u,1
4655,Trivium,,0,u,8
4656,ThalÃ­a,,0,t,7
4657,Supersuckers,,0,u,0
4658,Supreme Beings of Leisure,,0,G,2
4659,Andrew Dice Clay,,0,u,4
4660,Shivaree,,0,u,2
4661,Smile Empty Soul,,0,u,8
4662,Steve Lacy,,0,u,6
4663,Something Corporate,,0,u,14
4664,Sigue Sigue Sputnik,,0,u,2
4665,Andy Irvine,,1,u,3
4666,Paul Williams,,0,u,1
4667,The Album Leaf,,1,u,2
4668,Luis Alberto Spinetta,,1,v,2
4669,Pescado Rabioso,,1,v,2
4670,Snooks Eaglin,,0,u,9
4671,Snow,,0,u,13
4672,Sia,,0,E,2
4673,Sigur RÃ³s,,4,u,2
4674,Steve Hackett,,2,u,8
4675,Steve Harley & Cockney Rebel,,0,u,0
4676,The Avett Brothers,,1,u,5
4677,The Black Keys,,3,u,0
4678,Silversun Pickups,,0,u,2
4679,Syleena Johnson,,0,u,1
4680,The Bluegrass Album Band,,0,u,5
4681,Antonio MachÃ­n,,1,v,7
4682,Bloodhound Gang,,0,u,8
4683,Manfred Mann's Earth Band,,1,v,0
4684,Richard Adler,,0,v,1
4685,Blaque,,0,u,1
4686,Big D and the Kids Table,,0,d,14
4687,999,,2,u,14
4688,Bob Berg,,0,u,6
4689,Freestyle,,1,v,2
4690,Dr. Dog,,1,u,2
4691,Great Lake Swimmers,,0,u,3
4692,The Firm,,0,u,8
4693,The Fall of Troy,,0,u,8
4694,Blue Mountain,,0,u,3
4695,Erma Franklin,,1,v,1
4696,Tripping Daisy,,1,v,8
4697,Blue October,,0,u,8
4698,Folk Implosion,,0,u,3
4699,Clint Eastwood,,1,v,13
4700,The Cheetah Girls,,0,u,1
4701,Bill Charlap,,0,u,6
4702,The Gourds,,0,u,5
4703,Bob Luman,,0,u,5
4704,Bobby Watson,,0,u,6
4705,Johnny Bond,,1,v,0
4706,Bobby ValentÃ­n,,0,v,7
4707,The Connection,,0,u,0
4708,The Horrors,,0,Y,0
4709,Baha Men,,0,u,9
4710,Steve Arrington,,1,v,9
4711,Kenny Garrett,,0,u,6
4712,All Shall Perish,,0,u,8
4713,Kid Loco,,0,u,2
4714,Jimmy Barnes,,1,v,9
4715,Bobby McFerrin,,0,L,6
4716,Bonham,,0,u,8
4717,Billy Talent,,0,u,14
4718,Icehouse,,0,u,2
4719,Idina Menzel,,0,u,1
4720,Billy Walker,,0,u,5
4721,Pete Brown,,1,v,6
4722,The Kendalls,,0,u,5
4723,Black Rebel Motorcycle Club,,0,u,2
4724,Immature,,1,u,9
4725,Pearl Bailey,,1,v,1
4726,Ronnie Laws,,1,v,9
4727,Kim Waters,,0,u,6
4728,Klaus Badelt,,0,u,6
4729,The Wailin' Jennys,,0,u,3
4730,Nicole Scherzinger,,0,u,1
4731,Krishna Das,,0,v,6
